Preprocessing,Scoring_Method,Normalization,Ensemble_Method,Detector,ROC-AUC,PR-AUC,Precision@50,notes
none,continuous,z-score,max,LOF_k130_cauto,0.7149828982898289,0.2009774839916925,0.62,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k75_c0.01,0.7217935793579359,0.1852080077611406,0.6,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k75_cauto,0.7217935793579359,0.1852080077611406,0.6,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k50_c0.01,0.7245802580258026,0.1736025823963911,0.54,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k130_c0.01,0.7500594059405941,0.284121370649215,0.7,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k130_cauto,0.7500594059405941,0.284121370649215,0.7,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k75_c0.01,0.7367386738673867,0.2220285431849554,0.52,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k75_cauto,0.7367386738673867,0.2220285431849554,0.52,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k50_c0.01,0.7308490849084909,0.2055574720851057,0.52,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k130_c0.01,0.735070507050705,0.2566904452244521,0.72,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k130_cauto,0.735070507050705,0.2566904452244521,0.72,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k75_c0.01,0.7237857785778578,0.2149074009425474,0.56,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k75_cauto,0.7237857785778578,0.2149074009425474,0.56,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k50_c0.01,0.7174539453945394,0.2038774678199108,0.54,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k130_c0.03,0.6096309630963097,0.06075116360071684,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,LOF_k130_c0.03,0.6114713471347135,0.06449279925440915,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,LOF_k130_c0.03,0.6096309630963097,0.06075116360071684,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,LOF_k130_c0.03,0.6114713471347135,0.06449279925440915,0.02,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,LOF_k130_c0.03,0.6468136813681368,0.06325610201838557,0.14,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,LOF_k130_c0.03,0.646984398439844,0.07227776044450554,0.16,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,LOF_k130_c0.03,0.6585688568856886,0.06714128686611849,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,LOF_k130_c0.03,0.6943561356135614,0.11280173196221743,0.28,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,LOF_k130_c0.03,0.6561770177017702,0.06443573032112386,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,LOF_k130_c0.03,0.6802586258625862,0.08751115471967144,0.18,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k130_c0.03,0.6669294929492949,0.11851670410654816,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k50_c0.03,0.6746456645664567,0.10878520294576616,0.1,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k75_c0.03,0.6729078907890789,0.10598090433186812,0.14,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k75_c0.03,0.6717467746774677,0.09962521688837478,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k50_c0.03,0.6728466846684669,0.09911928091223118,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k130_c0.03,0.6652967296729673,0.09511193440106377,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k130_c0.03,0.6669294929492949,0.11851670410654816,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k50_c0.03,0.6746456645664567,0.10878520294576616,0.1,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k75_c0.03,0.6729078907890789,0.10598090433186812,0.14,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k75_c0.03,0.6717467746774677,0.09962521688837478,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k50_c0.03,0.6728466846684669,0.09911928091223118,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k130_c0.03,0.6652967296729673,0.09511193440106377,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k75_c0.03,0.6552835283528353,0.11179001254020281,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k50_c0.03,0.6523306330633063,0.10897428957520433,0.34,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k50_c0.03,0.6441176117611761,0.09756358709472106,0.26,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k75_c0.03,0.6433930393039304,0.09677603033779882,0.24,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k75_c0.03,0.7232469246924693,0.1596871950734129,0.3,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k130_c0.03,0.7114035403540354,0.15895442335305007,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k75_c0.03,0.7093219321932192,0.17011351347771866,0.38,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k130_c0.03,0.7017509750975097,0.16472502059663252,0.46,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k130_c0.03,0.7219471947194719,0.09299012155928955,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k75_c0.03,0.7083342334233425,0.08074551951893078,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k130_c0.03,0.7035475547554755,0.07841927724877759,0.04,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k75_c0.03,0.6945220522052206,0.07362187783653933,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k130_c0.03,0.7264725472547255,0.22130561892586584,0.5,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k50_c0.03,0.6748517851785178,0.1793525822827991,0.54,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k130_c0.03,0.7216471647164716,0.14232850439295977,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k50_c0.03,0.6707464746474647,0.09531439755247967,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k130_c0.03,0.7264725472547255,0.22130561892586584,0.5,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k50_c0.03,0.6748517851785178,0.1793525822827991,0.54,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k130_c0.03,0.7216471647164716,0.14232850439295977,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k50_c0.03,0.6707464746474647,0.09531439755247967,0.02,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k130_c0.03,0.8376543654365437,0.16955043696303065,0.1,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k75_c0.03,0.7597089708970898,0.1177046750013361,0.04,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k130_c0.03,0.8145448544854484,0.17459498628682896,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k50_c0.03,0.6947044704470446,0.12073575624843749,0.2,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k130_c0.03,0.7901686168616862,0.1982051668159967,0.36,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k50_c0.03,0.8234479447944794,0.167867625121693,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k130_c0.03,0.7658283828382839,0.19376097047989813,0.38,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k50_c0.03,0.7008271827182719,0.13302463349039417,0.28,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k130_c0.03,0.8880672067206722,0.2522218679362956,0.4,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k75_c0.03,0.8357197719771977,0.1681103542544768,0.34,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k130_c0.03,0.8882784278427842,0.2641670994999014,0.42,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k75_c0.03,0.8417527752775277,0.1702506241457714,0.36,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k130_c0.03,0.655032703270327,0.17968031179038277,0.6,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k130_c0.03,0.65007200720072,0.08939242868852168,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k130_c0.03,0.655032703270327,0.17968031179038277,0.6,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k130_c0.03,0.65007200720072,0.08939242868852168,0.02,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k75_c0.03,0.6555673567356735,0.1262625104969838,0.46,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k50_c0.03,0.6633351335133513,0.10924011026530495,0.4,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k50_c0.03,0.6276741674167416,0.08208038259845359,0.26,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k75_c0.03,0.6155997599759976,0.07111861843714334,0.16,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k130_c0.03,0.7641158115811582,0.24663162013522627,0.68,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k75_c0.03,0.7585670567056706,0.20843371210385614,0.58,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k130_c0.03,0.7149828982898289,0.20097748399169252,0.62,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k75_c0.03,0.7217935793579359,0.18520800776114066,0.6,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k130_c0.03,0.7500594059405941,0.28412137064921505,0.7,uncleaned_data_drop_T4U_FTI
none,continuous,none,avg,LOF_k75_c0.03,0.7367386738673867,0.2220285431849554,0.52,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k130_c0.03,0.735070507050705,0.2566904452244521,0.72,uncleaned_data_drop_T4U_FTI
none,continuous,none,max,LOF_k75_c0.03,0.7237857785778578,0.2149074009425474,0.56,uncleaned_data_drop_T4U_FTI
